LU,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,NUM_FLOORS
CD,N,347200,893,4,1
CD,N,359300,893,4,1
R1,Y,312100,2500,119,2
R1,Y,253100,1250,109,2
R1,Y,401000,1917,119,2
R1,Y,295700,1250,119,1.5
R2,Y,470800,2500,119,2.5
C,N,788500,10000,47,1
R3,N,466500,2500,109,3
R3,Y,495200,2450,109,3
R2,Y,405100,2500,109,2
R1,Y,513400,2500,109,2
R2,Y,420500,1875,109,2
R1,Y,306800,1875,119,2
R3,N,466000,1875,109,3
R2,Y,481400,1875,109,2
R1,Y,304600,2500,49,1
R2,N,465500,2500,109,2
RC,N,487500,1690,109,2
C,N,136000,810,87,1
R3,Y,494900,1500,119,3
R3,N,577000,1500,119,3
R3,Y,493600,1500,119,3
R3,Y,471200,1500,119,3
R3,Y,443600,1500,119,3
E,N,9013800,55000,54,2
E,N,9013800,55000,120,3
R3,Y,705700,4000,109,3
R3,Y,562000,3000,109,3
R3,N,540700,3000,109,3
R2,N,645600,3750,144,2.5
R3,Y,540900,1875,109,3
R3,Y,526800,1825,94,3
R3,Y,514300,2400,109,3
E,N,1333800,101510,120,1
CD,Y,405500,941,13,1
CD,N,401500,941,13,1
CD,Y,385200,941,13,1
CD,N,405600,942,13,1
CD,Y,401900,942,13,1
CD,N,403000,942,13,1
CD,N,404200,933,13,1
CD,N,400600,933,13,1
CD,N,401700,933,13,1
R3,Y,552100,5928,109,2
R1,Y,394500,6007,81,2
R3,Y,478800,1926,109,3
R3,N,494100,1926,109,3
R1,Y,240100,1578,109,2
R1,Y,288400,1552,129,2
R2,Y,462500,4989,109,2
R3,Y,631600,3378,120,3
R3,Y,591100,3014,99,3
R3,N,525900,3014,109,3
R3,Y,570800,3014,109,3
R3,N,603300,3014,109,3
R3,Y,749100,3014,109,3
R3,N,575000,3014,109,3
R3,Y,560800,2904,109,3
R3,Y,604400,2825,109,3
R3,Y,580200,2743,109,3
CD,N,404800,1025,13,1
CD,Y,409300,1029,13,1
CD,Y,430600,1100,13,1
CD,Y,410000,1025,13,1
CD,Y,414500,1029,13,1
CD,N,414500,1029,13,1
CD,Y,413100,1025,13,1
CD,Y,427800,1029,13,1
CD,Y,428500,1100,13,1
CD,N,328200,638,13,1
CD,Y,491700,1302,13,2
R1,Y,296800,1456,105,1
R2,N,568000,2630,109,2.5
R2,N,428800,2400,109,2
R3,Y,595400,2250,119,3
R3,N,699700,2625,119,3
R3,N,473300,2250,119,3
R3,Y,617800,2025,119,3
R3,Y,495400,2120,119,3
R3,N,532700,2160,109,3
R3,N,474100,2160,119,3
R3,Y,562300,2160,119,3
R2,N,494300,2100,119,2
R2,Y,459300,2100,119,2
R4,N,836500,4000,109,3
R4,N,677500,5000,119,3
R2,Y,460400,5000,119,2
CD,N,439000,1147,119,1
CD,Y,443900,1217,119,1
CD,Y,451600,1278,119,1
CD,Y,457800,1280,12,1
CD,Y,402100,1280,12,1
CD,Y,481700,1280,12,1
CD,Y,326400,1129,119,1
CD,Y,332700,1169,119,1
CD,Y,333300,1174,119,1
R3,N,525500,2734,119,3
R3,N,531500,2516,104,3
R3,Y,496800,2517,119,3
R3,N,618600,2517,119,3
R3,N,464400,2516,119,3
R3,Y,494800,2516,119,3
CD,Y,305500,1048,119,1
CD,Y,330400,844,119,1
CD,N,297300,905,119,1
CD,Y,348100,910,119,1
R1,Y,367700,6426,59,1
R2,Y,488200,4218,59,1
R1,Y,258400,1686,99,1.5
R1,Y,216000,1661,119,1.5
R1,Y,215400,1636,119,1.5
R1,Y,225100,1611,119,1.5
R1,Y,272200,1586,119,1.5
R1,Y,266500,1561,119,1.5
R3,Y,543200,3047,119,3
R2,N,589100,2947,119,2.5
R2,Y,425500,2260,119,2
R2,Y,390300,1335,119,2
R1,Y,212600,1810,119,1.5
R2,Y,518300,3548,109,2.5
R2,Y,616800,5250,119,2.5
R1,Y,270500,2500,101,1.5
CD,N,416200,1109,6,2
CD,N,538700,1417,7,2
R1,Y,271400,2500,99,2
R2,Y,460000,2500,119,2
R2,Y,452900,2500,119,2
R2,Y,419900,2500,120,2
R2,Y,458200,2500,119,2
R2,N,479400,2500,119,2
R3,Y,708600,5000,119,3
R4,N,738500,5000,119,3
R1,N,271000,3000,119,1.5
R3,N,548700,3332,119,3
R3,N,621900,3332,103,3
R3,N,600600,3332,119,3
R3,N,657400,3332,119,3
R3,Y,645600,3332,106,3
C,N,642000,5961,30,2
C,N,439500,9898,69,2
R3,N,623300,3244,109,3
R3,Y,595000,3179,119,3
R3,N,654700,3135,119,3
R3,N,621000,3091,119,3
R3,N,568400,3047,119,3
R3,Y,597100,2949,119,3
R3,Y,629100,2894,106,3
R3,Y,640200,2849,114,3
RC,N,499500,2946,99,3
A,N,3002000,15993,59,3
R3,Y,687900,4500,114,3
R2,Y,613400,5000,109,3
R2,N,751400,5000,89,2
R2,Y,573000,5000,107,2
R1,Y,437900,5000,99,2
R3,Y,618300,1850,114,3
R2,Y,588300,3150,114,2
R2,Y,596500,5000,119,2
R1,Y,352100,2600,119,2
R1,Y,332800,3700,103,2
R1,Y,426600,3700,107,2
R2,N,514000,4500,119,2
R1,Y,437800,5500,91,2
R1,Y,347800,4500,119,2
R2,Y,546200,5000,119,2
R4,N,1098500,2500,119,3
R2,Y,448100,1250,109,2
R2,Y,425400,1250,109,2
R2,N,521700,2500,119,2
R2,Y,476000,2500,109,2
R2,N,605600,5000,109,2
R1,Y,451900,5000,19,1
R2,Y,559000,5000,119,2
R2,Y,536900,2500,119,2
R1,Y,346900,2500,119,1.5
R1,Y,237900,2500,33,1
R1,Y,257500,2500,119,1.5
R1,Y,327300,5000,119,1.5
R1,N,361600,5000,32,1
R2,Y,475900,1875,119,2
R3,Y,663500,3808,109,2.5
CD,Y,401000,1849,119,2
CD,Y,435000,1308,119,1
R1,Y,400000,4791,28,2
R2,N,441000,1625,119,2
R2,Y,409500,875,119,2
R1,Y,368500,2000,119,1
R2,Y,533100,5000,119,2
R2,N,454500,2500,119,2
R2,Y,469600,2500,119,2
CD,Y,391400,820,2,1
CD,Y,413900,920,2,1
CD,N,391400,820,2,1
CD,Y,413900,920,2,1
R1,Y,262900,2500,119,1.5
R2,N,482300,2500,119,2
R2,Y,517000,2500,119,2
R2,Y,456300,2500,119,2
R2,N,474200,2500,119,2
R3,Y,770100,6250,119,3
R2,Y,477500,3750,119,2
R2,Y,516600,5000,119,2
R1,Y,369000,2500,109,2
R3,Y,636400,10119,109,3
R1,Y,392000,2500,109,2
R1,N,384900,5000,109,2
R1,Y,327400,2500,109,2
R2,Y,522000,2500,128,2
R2,Y,513800,2600,109,2
R2,Y,722000,3528,109,2
R3,N,594400,1800,109,3
R2,Y,519100,2072,119,2
R2,Y,514900,1875,119,2
R2,Y,459800,1875,104,2
R2,Y,465000,1875,119,2
R2,Y,522100,1875,119,2
R3,N,674600,5000,101,3
R3,N,772800,5000,109,3
R2,N,487600,2800,109,2
R3,Y,659100,3350,109,3
R3,Y,576600,3350,119,3
CD,Y,287300,1020,109,1
CD,Y,290300,1019,109,1
CD,Y,303300,1024,109,1
R2,N,477300,2500,109,2
R3,Y,686800,3800,109,2.5
CD,N,344800,966,109,1
CD,N,291600,1022,109,1
CD,Y,289100,1034,109,1
R2,Y,543500,5000,109,1.5
R2,N,497000,3062,99,2
R2,N,511900,2500,109,2
R1,Y,467700,2500,109,2
R2,Y,497600,2500,119,2
R2,Y,551600,2500,109,2
CD,N,369000,2145,31,2
CD,N,365900,2145,31,2
CD,Y,435500,2145,31,3
CD,N,369400,2145,31,2
R2,Y,682700,5278,104,2
R1,Y,685300,5183,109,2.5
R2,Y,740700,5858,109,2
R2,Y,574700,5979,109,2
R2,Y,677300,5600,109,2.5
R2,N,687500,5200,119,2.5
R3,N,896600,5847,89,2
R1,N,585500,5870,109,2
R2,Y,659300,5171,79,2.5
R2,N,855300,5171,18,2
R2,Y,689600,5133,119,2
R2,N,807600,5180,109,2.5
R2,Y,837500,4478,109,2.5
R2,Y,826100,5552,104,2.5
R3,Y,684300,4500,99,2.5
R3,Y,657400,3825,107,2.5
R3,N,677900,3825,107,2.5
R3,N,682100,3825,99,2.5
CD,Y,493800,1217,6,1
CD,Y,620300,1754,6,2
R3,N,543200,3825,104,2.5
R2,Y,508800,3825,94,2
R3,N,680600,4050,90,2.5
R3,Y,619600,3600,104,2.5
R3,Y,588200,3600,99,2
R3,N,908830,3600,109,2.5
R3,N,668900,3600,107,2.5
R2,Y,738500,4500,104,2.5
R2,Y,680100,5400,124,2
R2,Y,731100,4500,94,2.5
R1,Y,474000,4500,99,1
R3,Y,822300,4500,104,2.5
R3,N,712500,4500,104,2.5
R2,Y,674800,4500,99,2.5
R2,N,706000,4500,104,2
R3,Y,892900,4500,96,2.5
R2,Y,616700,4500,109,2
R1,Y,522000,4500,89,2
R2,Y,646400,4500,99,2
R2,Y,646000,5552,104,2
C,N,828000,4773,120,1
C,N,298000,1874,89,1
R3,Y,647300,4500,109,3
R3,Y,944000,2940,104,3
R3,Y,1004800,2969,104,3
R3,Y,757800,3021,109,3
R3,N,898200,3020,109,3
R3,N,943500,3011,104,3
R3,N,624500,3040,109,3
R2,Y,609300,4500,109,2
R2,N,589700,4500,109,2
R1,Y,421200,4500,93,2
R2,Y,603000,4500,104,2
R2,Y,712900,4500,119,2.5
R3,N,881536,4500,109,2.5
R2,Y,548400,4500,104,2
R1,Y,451900,4500,109,2
R2,Y,560400,4500,69,2
R1,Y,453600,4500,119,2.5
R1,Y,534000,4500,104,2
R1,Y,443200,4500,104,2.5
R2,Y,624500,4500,109,2.5
R2,Y,659000,4500,104,2.5
R2,Y,655600,4500,104,2.5
R2,N,650500,5488,119,2
R2,Y,616600,5547,104,2.5
R2,N,606500,5543,94,2
R2,Y,747000,5050,109,2
R2,Y,700200,5552,104,2.5
R3,N,737300,3749,104,2.5
R3,Y,624700,3750,89,3
R2,N,567500,3750,109,2
R3,Y,617500,3750,109,2
R2,Y,571900,3750,99,2
R2,Y,615500,3749,89,2
R2,Y,616077,3445,109,2
R2,N,552400,3445,99,2
R2,Y,585000,3535,109,2
R2,Y,559800,3356,109,2
R2,N,491100,3446,94,2
R2,Y,518300,3446,119,2
R3,Y,599200,3446,119,2.5
R3,Y,744800,3772,109,3
R3,Y,668700,4500,109,2.5
R3,Y,594800,3600,109,2
R2,Y,627300,3600,109,2.5
R3,Y,653600,3600,104,2.5
R2,Y,582200,3600,104,2
R2,Y,615800,3600,119,2.5
R2,N,579300,3600,109,2
R3,N,605400,3600,104,2.5
R3,Y,622200,3600,109,2.5
R3,Y,593500,3600,109,2.5
R1,Y,585900,4500,109,2.5
R2,Y,636300,4500,99,2
R1,Y,509700,5002,104,2
R3,Y,914700,2932,109,3
R2,Y,669900,6250,119,2
R2,Y,701000,6250,99,2
R2,N,712700,6250,99,2
R2,Y,751700,6250,119,2
R2,Y,596400,6250,99,2
R2,Y,586200,6250,99,2
R1,Y,361000,6250,69,1
R2,Y,568000,6250,74,2
R1,Y,633700,6875,69,1.5
R2,N,584700,3510,109,2
R2,Y,524600,3240,109,2
R2,N,532600,3240,109,2
R2,Y,523400,3240,99,2
R2,N,540000,3240,109,2
R2,N,506200,3240,104,2
R2,N,599400,4187,99,2
R2,Y,574700,4187,99,2
R2,N,497900,4187,109,2
R2,Y,544400,4187,109,2
R1,N,346100,4125,104,2
R1,Y,344200,3125,89,2
R2,Y,529900,3125,109,2
RC,N,572500,2800,120,2.5
R3,N,702400,4250,109,3
R3,N,715500,4067,109,3
R3,Y,601400,3956,109,3
R3,N,652700,3755,109,3
R3,Y,578700,3555,109,3
R3,Y,763700,3292,109,3
CD,Y,415800,1185,3,1
CD,N,381900,1214,3,1
CD,Y,430600,1214,3,1
CD,N,253900,1365,89,2
CD,N,265100,1044,89,2
CD,Y,322400,1391,89,2
CD,Y,319700,1117,89,2
R1,Y,325100,2973,109,2
R2,N,578900,3607,109,2
R2,N,478400,2500,109,2
R1,N,312000,3125,104,1.5
R3,Y,733300,6250,109,3
R3,Y,774500,6250,99,3
R2,N,609400,6250,109,2
CD,N,285900,1240,109,2
CD,N,290000,800,109,1
CD,N,304700,880,109,1
R3,N,798100,6250,109,3
R3,N,632300,3626,119,3
R3,N,804400,2559,109,3
R2,Y,544200,3577,99,2
CD,Y,361300,1423,119,1
CD,N,385400,1555,119,1
R2,Y,690400,5069,109,2
R1,N,401300,3088,89,2
R1,N,523500,3942,99,1.5
R2,N,598800,4781,79,2
R1,Y,555000,6249,79,2
R2,N,570800,6250,95,2
R2,Y,579600,6250,108,2
R2,Y,595400,6250,95,2
R1,Y,409900,6250,59,1
R1,Y,454300,3000,119,2
R3,N,659500,4500,109,3
C,N,1624500,15900,64,2
C,N,5665500,119250,64,1
C,N,561000,8750,59,1
C,N,643000,7868,79,1
C,N,550500,36226,40,1
R1,Y,474900,5362,69,1.5
R2,N,693600,4875,94,2
R2,N,473400,4875,119,2
R2,Y,545600,4875,99,2
R2,Y,613800,4875,54,2
R2,N,543100,4875,99,2
R3,N,792100,4875,59,2
R2,Y,616400,4875,109,2.5
R1,Y,544200,5850,59,1
R2,Y,564000,7002,74,1
R3,Y,656900,3694,119,3
R3,Y,622300,3315,99,3
R3,Y,719300,3315,109,3
R3,Y,658400,3315,99,3
R3,N,669200,3315,101,3
R3,Y,676000,3315,101,3
R3,Y,631900,3315,103,3
R3,Y,558000,3315,119,3
R3,Y,692500,3315,119,3
R3,Y,623200,3288,107,3
CD,Y,401400,1056,119,1
CD,N,422400,1197,119,1
CD,Y,419000,1145,119,1
R2,Y,462400,4922,119,2
R2,N,574700,4258,119,2
R1,Y,426700,2778,119,2
R3,Y,595300,2870,119,3
R3,N,727800,2870,119,3
R3,Y,640100,2870,119,3
R3,Y,745800,2869,119,3
R1,Y,450900,3690,109,2.5
R2,Y,510700,4282,109,2
E,N,13617200,1159749,120,1
E,N,13617200,1159749,120,2
E,N,13617200,1159749,120,1
C,N,470300,7935,81,1
I,N,1329658,35532,79,2
I,N,1220687,32617,49,1
E,N,338800,948,37,1
CD,Y,302500,948,37,1
CD,N,315900,1014,37,1
CD,N,313100,972,37,1
CD,Y,323800,1014,37,1
CD,Y,360700,972,37,1
CD,N,290000,948,37,1
CD,Y,297300,948,37,1
CD,Y,295000,972,37,1
CD,Y,311500,1014,37,1
CD,Y,300300,972,37,1
CD,Y,310400,1014,37,1
CD,Y,284900,948,37,1
CD,Y,302500,948,37,1
CD,N,323800,1014,37,1
CD,N,313100,972,37,1
CD,N,323800,1014,37,1
E,N,325200,972,37,1
CD,Y,290000,948,37,1
CD,Y,297300,948,37,1
CD,Y,300300,972,37,1
CD,Y,278700,1014,37,1
CD,N,300300,972,37,1
CD,N,310400,1014,37,1
CD,N,302500,948,37,1
CD,Y,309800,948,37,1
CD,N,313100,972,37,1
CD,Y,323800,1014,37,1
CD,Y,319200,972,37,1
CD,Y,323800,1014,37,1
CD,Y,303400,948,37,1
CD,Y,290000,948,37,1
CD,Y,301400,1014,37,1
CD,Y,300300,972,37,1
CD,Y,310400,1014,37,1
CD,Y,300300,972,37,1
C,N,648500,15705,79,1
R2,N,499500,4500,120,2
R2,Y,589400,4500,93,2
R1,Y,437600,4500,109,2
R2,Y,606600,4500,109,2
R1,Y,494200,4425,109,2
R2,Y,545600,4500,117,2
R1,Y,487500,4500,109,2
R1,Y,623100,4500,99,2
R2,N,604900,4500,90,2.5
R3,N,658000,3600,99,2.5
R1,Y,654300,7398,97,2
R3,Y,863300,6210,109,2.5
R1,Y,557100,4500,109,2
R1,Y,550700,4500,124,2
R3,Y,835900,4500,109,2.5
R1,Y,437600,4500,119,2
R2,Y,767200,3855,109,2.5
R3,N,722000,3750,99,2.5
R2,N,627500,3780,99,2
R2,Y,682900,3780,109,2
R1,Y,494900,3780,70,2
R1,Y,507100,3600,79,2
R1,Y,526581,4000,89,2
R3,Y,739500,4500,59,1
R1,N,610400,5831,104,2
R3,N,750900,4500,99,2
R2,Y,717700,4500,104,2.5
R2,N,507200,4500,57,1
R2,Y,616200,4275,109,2
R3,Y,693400,5164,109,2
R2,Y,774700,6692,88,2
R3,Y,760200,4497,119,2.5
R2,Y,610500,3600,99,2
R2,Y,613800,4500,99,2
R2,Y,607700,4500,104,2
R3,Y,734300,4500,104,2.5
R2,N,716400,4500,104,2
R2,Y,556300,3600,92,2
R2,Y,775100,4473,99,2
R2,N,606400,4571,99,2
R2,N,627000,4205,99,2
R1,N,612100,3933,79,2
R2,Y,559900,3600,79,2
R2,N,601300,3600,89,2
R2,Y,616800,4500,85,2
R2,Y,606400,4500,104,2
R1,Y,361200,4500,86,1
R2,Y,545600,4500,89,2
R1,Y,431000,3600,82,1.5
R3,Y,944700,5069,94,2.5
R2,Y,670300,4699,89,2
R2,Y,602200,4316,104,2
R1,Y,423400,3751,61,1
R1,Y,714300,5400,101,2
R1,Y,460300,5517,99,2
R1,Y,590000,4500,99,2
R1,Y,474500,4500,94,2
R1,N,608500,4500,87,2
R2,Y,639200,5283,24,2.5
R1,N,568100,5400,104,1.5
R1,N,466500,3876,100,1.5
R2,N,656400,3918,89,2
R2,N,643400,3880,89,2.5
R3,N,660200,3600,104,2
R2,Y,471000,3592,74,2
R2,N,526800,4500,104,2
R2,Y,569500,4050,104,2
R2,Y,599300,3645,109,2
R2,Y,588300,4050,104,2
R2,Y,631800,4050,104,2.5
R2,N,545400,4050,104,2
R2,Y,534100,4050,104,2
R1,Y,522400,5400,69,1
R2,Y,590500,3600,104,2
R2,Y,622100,3600,104,2
R2,Y,625100,4005,104,2
R2,Y,622500,3600,104,2
R2,Y,597700,3600,104,2
R2,Y,577700,3600,104,2
R2,N,632000,3600,104,2
R2,Y,716600,3600,104,2
R4,N,664500,7650,64,1.5
RC,Y,307000,4050,119,2
R2,N,552800,4050,104,2
R2,N,520000,4050,104,2
R1,Y,382000,5400,67,2
R1,N,389200,5400,89,1
R2,Y,550900,5396,74,2
R2,Y,576200,5400,74,2
R1,N,358300,5400,87,1
R1,N,384900,5400,94,2
R3,N,655500,4050,104,2
R2,Y,651800,4050,104,2
R2,N,552000,4050,104,2
R1,Y,351200,4050,104,1
C,N,364400,7412,79,1
R3,N,831000,10648,119,3
R3,Y,665800,3813,89,3
R2,N,579942,3921,109,2
R2,N,493600,3411,119,2
R3,N,640300,5082,119,3
R1,N,354812,2370,109,2
R1,N,259600,2712,109,2
R2,Y,485900,5082,109,2
R3,N,582800,5082,109,2.5
R2,Y,561200,5082,119,2
R2,Y,490100,5082,99,2
R2,N,538700,5082,119,2
R1,Y,385600,5032,33,1
R2,Y,499900,4986,99,2
R2,Y,597000,5349,21,2
CD,Y,479400,2158,7,3
CD,Y,479400,2158,7,3
R2,Y,557667,5246,34,2
R2,Y,576300,5246,34,2
R2,Y,651500,5246,49,2
R1,Y,431100,5246,32,2
R2,Y,625800,5246,35,1
CD,N,268100,971,33,3
CD,Y,237100,1301,33,3
R2,Y,698000,5513,44,2
R2,Y,695300,6554,37,2
R1,Y,427800,5144,39,2
R2,Y,629100,5647,41,1
R1,Y,306000,5076,45,1
R1,Y,556500,5076,59,2
R2,Y,545688,5076,50,2
R1,N,428500,5092,52,1
R1,Y,407400,5319,56,2
R2,Y,541300,5227,59,2
R2,Y,569600,5227,59,2
R2,Y,701000,5227,55,2
R1,Y,531400,10170,59,1
R2,Y,579000,4998,54,2
RC,N,1268000,12236,99,2
C,N,1517000,22233,79,2
R2,N,342700,3379,109,1
R2,N,706200,5040,109,2
I,N,415000,14906,109,1
R4,N,1012000,7275,109,3
RC,N,638000,2700,99,3
C,N,649000,5400,94,1
R3,N,615900,2911,99,3
C,N,104500,1112,91,1
CD,N,294100,1640,119,2
CD,N,317000,956,119,1
CD,N,318400,972,119,1
C,N,198500,2515,84,1
C,N,198500,3485,84,1
R3,N,675000,3500,99,3
R1,Y,507100,5500,74,2
CD,Y,380800,1084,109,1
CD,Y,380300,1082,109,1
CD,N,328800,1105,109,1
R3,N,639600,2970,112,3
R3,Y,681100,2970,119,3
CD,Y,320000,902,99,1
CD,Y,319200,902,99,1
CD,Y,387600,902,99,1
CD,Y,424100,960,99,1
R3,N,683400,3358,119,3
R3,Y,694500,3367,119,3
R3,Y,629400,3369,104,3
R3,Y,725500,4158,119,3
R4,N,622000,3500,99,3
R3,Y,759100,2529,109,3
R3,Y,636500,3123,101,3
R3,Y,680400,3054,101,3
R3,Y,537000,2198,101,3
R3,N,619000,2250,101,3
R3,Y,612400,2521,107,3
R3,Y,535900,2792,101,3
R3,Y,701300,4064,109,3
CD,N,221600,842,59,1
CD,Y,221600,842,59,1
CD,N,191600,585,59,1
CD,N,115275,297,59,1
CD,N,272800,842,59,1
CD,N,272800,842,59,1
CD,Y,228700,585,59,1
CD,Y,229700,585,59,1
CD,N,272800,842,59,1
CD,N,272800,842,59,1
CD,N,237800,585,59,1
CD,N,229700,585,59,1
CD,Y,272800,842,59,1
CD,N,272800,842,59,1
CD,Y,228700,585,59,1
CD,N,229700,585,59,1
R3,N,616500,2113,114,3
R3,N,819400,2878,109,3
R3,Y,638800,3433,109,3
R2,Y,497800,2470,109,2
R3,Y,863500,4504,100,3
R3,Y,644400,3508,109,3
R3,Y,670700,3427,109,3
R3,Y,698000,3488,104,3
CD,Y,420200,1182,3,1
CD,N,477400,1077,3,1
CD,Y,486800,1132,3,1
CD,N,350400,1240,19,1
CD,N,354900,1320,19,1
CD,N,350400,1240,19,1
CD,N,361000,1320,19,1
CD,N,395800,1240,19,1
CD,N,395800,1320,19,1
RC,N,795000,1642,79,3
C,N,169500,737,99,1
RC,N,457000,2536,100,3
RC,N,1004500,3338,94,3
C,N,509000,3147,27,1
C,N,371000,3295,97,1
RC,N,1566000,3041,99,4
R4,N,689000,2303,109,3.5
R2,Y,479900,2917,99,2
RC,Y,960000,3600,99,3
C,N,417000,2730,97,1
R4,N,874000,1980,94,3
C,N,1505000,36425,54,1
C,N,3552000,60255,59,1
C,N,559500,3705,94,1
R3,N,773000,2922,119,3
R3,Y,607800,2877,105,3
CD,Y,182500,549,119,1
CD,N,306700,848,119,1
CD,Y,308400,863,119,1
CD,Y,312900,884,119,1
R3,Y,603300,2656,119,3
R3,N,645400,2638,119,3
R3,N,609600,2585,119,3
R3,Y,546500,2514,119,3
R3,Y,675900,2410,119,3
R3,N,623800,2184,109,3
RC,N,671700,4844,99,2
C,N,460000,1639,99,2
C,N,772000,4791,120,2
C,N,169000,1475,99,1
RC,N,582500,2047,119,3
C,N,155500,2363,99,1
R3,Y,544400,2084,119,3
R3,Y,643300,2316,119,3
R3,N,560200,2513,119,3
R3,N,609200,2711,119,3
R3,N,642500,2908,119,3
R3,Y,604900,3007,119,3
R3,N,611300,3007,105,3
CD,Y,433400,1254,14,1
CD,Y,420500,1250,13,1
CD,Y,464000,1289,13,1
E,N,21029800,243820,39,4
C,N,17287500,337385,44,2
C,N,832500,47028,35,1
C,N,3963500,76544,33,2
C,N,2737000,46479,39,2
C,N,3307500,122847,39,1
C,N,2847000,99381,39,1
C,N,2847000,99381,39,2
C,N,2163000,43083,57,2
C,N,1188000,14500,119,1
R2,Y,529800,2394,119,2
R2,N,513000,1860,119,2
R2,N,425000,1550,119,2
R2,N,435400,1550,119,2
A,N,1049500,5914,109,3.5
R4,N,984500,6000,120,3
R2,N,687100,6000,119,2
CD,Y,411300,2434,119,3
CD,N,372000,1385,119,1
CD,N,372000,1385,119,1
R2,N,495200,6000,119,1.5
R3,Y,561300,6000,119,2
R3,Y,588900,3600,119,2
E,N,12389200,58845,119,2
E,N,12389200,58845,119,2
R3,Y,738700,3085,104,3
R2,N,492300,3555,119,2
R3,Y,787800,2822,99,3
R2,Y,383400,2244,96,2
R3,N,571300,2694,99,3
R2,Y,541600,6000,119,2
R1,Y,339900,3200,119,1
R1,Y,415700,2800,119,2
R2,Y,700400,6000,15,3
R2,Y,532100,6000,109,2
R2,Y,536000,6000,119,2
R3,N,629447,4560,119,2.5
R3,N,629447,4560,119,2
R1,Y,498200,8394,66,1
R4,N,747500,5379,109,4
R2,Y,549100,5215,119,2
R1,N,376400,3054,119,2
R1,Y,317300,1960,109,2
R3,N,587800,4272,103,2
R3,N,474400,3985,129,2
R1,Y,450800,5042,109,2
R2,Y,432600,2048,119,2
R1,Y,381800,2446,109,1.5
R2,Y,522300,3420,119,2
C,N,157500,839,107,1
R1,Y,436800,4543,119,1.5
R1,Y,326800,2117,119,2
R1,Y,341800,3311,79,1
R2,N,491600,2860,119,2
R3,N,747600,2989,119,3
R1,Y,443500,3070,102,2
R2,N,485800,3957,89,2
R3,N,590000,3290,119,3
R3,N,568800,3360,119,3
CD,N,410000,1088,119,1
CD,Y,392500,1132,119,1
CD,N,400000,1142,119,1
R3,Y,644300,3500,119,3
R3,Y,759500,5114,119,3
R3,N,943700,5200,119,3
R4,N,746000,2530,120,3
R3,Y,610200,2090,119,3
R2,N,471400,3080,119,2
R4,N,417500,5000,109,3
R4,N,417500,1664,109,3
R2,Y,489200,3336,109,2
C,N,442500,6039,109,1
R4,Y,706000,3375,120,3
R4,N,557500,3375,109,3
R3,Y,571200,3375,130,3
R3,N,689100,4500,109,3
R3,N,608200,4500,109,2
R1,Y,356000,4500,60,1.5
R3,Y,668100,4500,119,3
R3,N,566000,4550,104,3
R1,Y,439500,4250,24,2
CD,Y,371122,875,2,1
CD,Y,397900,972,2,1
R1,Y,304600,2475,69,1
R2,N,481300,2203,113,2
R2,N,540000,3754,99,2
C,N,420500,3069,119,1
R2,Y,498500,5678,72,2
R2,N,435100,3665,109,2
R1,Y,577800,4500,20,2
CD,Y,345200,1750,33,2
CD,Y,345200,1750,33,2
CD,Y,345200,1750,33,2
CD,Y,345200,1750,33,2
CD,Y,345200,1750,33,2
CD,Y,345200,1750,33,2
R2,N,483500,4500,119,2
R3,N,853800,3100,101,3
R3,Y,653800,2832,109,3
R1,Y,979500,11367,104,3
R1,Y,659300,2557,8,2
R1,Y,658800,2397,8,2
R1,Y,714600,2489,13,2
R1,Y,715500,2554,13,2
R1,Y,707600,2608,4,2
R1,Y,707500,2552,4,2
R1,Y,605030,2782,4,2
R1,Y,697300,2009,4,2
R3,N,719700,5965,119,3
R2,Y,524900,5085,119,2
R1,Y,464200,6036,76,1.5
E,N,1393500,6220,120,1
R2,Y,879100,10000,89,2
R3,N,555000,1460,109,3
R1,N,456200,2955,99,1
R3,Y,611500,3000,91,3
R3,Y,561000,2914,91,3
R2,Y,619200,9167,99,2
R1,Y,511900,6810,69,1.5
E,N,2488100,37327,120,2
R2,Y,783100,5818,81,2
R3,Y,834700,5818,104,2.5
R1,Y,327400,5818,30,1
R1,Y,363800,5818,59,1
R1,Y,529400,5818,85,2
R1,N,512900,5818,59,1
R1,N,509600,5818,99,1.5
R2,N,570100,5818,54,1
R1,Y,524700,5824,54,1
R1,N,361000,5826,79,2
R1,Y,424000,5826,134,2
R1,Y,447700,7074,51,1
R2,N,547000,5722,59,1
R1,Y,574500,6062,56,2.5
R2,N,734175,5826,2,2.5
CD,Y,510900,1884,12,3
CD,N,495100,1766,12,3
CD,Y,504300,1889,12,3
CD,Y,496500,1829,12,3
CD,Y,502800,1903,12,3
CD,N,502700,1782,12,3
CD,N,556900,1731,12,3
CD,Y,546900,1846,12,3
CD,Y,562700,1766,12,3
CD,Y,552700,1835,12,3
CD,Y,503800,1748,12,3
CD,Y,496100,1748,12,3
R3,Y,582000,3057,109,3
E,N,322400,843,31,1
E,N,323000,846,31,1
E,N,335900,919,31,1
E,N,335900,919,31,1
E,N,336100,921,31,1
E,N,336100,921,31,1
R1,N,365000,6137,109,2
R3,N,722000,6053,144,2
R2,N,488800,5640,99,2
R4,N,686000,8125,99,3
R4,N,935000,4297,3,2.5
R3,N,631000,4592,119,2
